clean,noise_only,reverb_only,noise_reverb
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_270_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_270_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_270_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_270_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_271_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_271_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_271_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_271_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_273_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_273_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_273_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_273_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_274_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_274_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_274_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_274_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_275_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_275_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_275_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_275_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_276_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_276_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_276_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_276_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_278_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_278_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_278_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_278_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_279_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_279_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_279_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_279_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_280_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_280_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_280_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_280_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_281_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_281_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_281_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_281_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_284_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_284_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_284_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_284_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_285_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_285_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_285_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_285_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_286_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_286_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_286_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_286_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_288_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_288_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_288_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_288_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_289_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_289_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_289_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_289_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_290_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_290_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_290_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_290_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_291_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_291_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_291_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_291_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_293_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_293_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_293_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_293_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_294_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_294_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_294_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_294_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_295_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_295_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_295_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_295_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_297_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_297_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_297_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_297_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_299_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_299_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_299_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_299_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_301_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_301_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_301_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_301_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_302_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_302_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_302_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_302_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_304_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_304_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_304_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_304_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_305_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_305_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_305_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_305_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_310_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_310_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_310_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_310_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_311_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_311_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_311_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_311_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_317_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_317_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_317_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_317_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_319_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_319_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_319_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_319_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_320_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_320_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_320_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_320_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_321_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_321_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_321_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_321_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_323_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_323_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_323_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_323_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_324_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_324_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_324_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_324_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_326_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_326_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_326_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_326_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_327_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_327_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_327_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_327_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_331_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_331_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_331_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_331_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_333_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_333_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_333_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_333_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_335_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_335_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_335_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_335_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_338_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_338_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_338_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_338_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_340_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_340_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_340_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_340_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_341_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_341_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_341_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_341_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_342_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_342_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_342_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_342_hoth_5db_05sec_None.wav
C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\clean\p236_344_hoth_5db_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_only\p236_344_hoth_5db_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\reverbe_only\p236_344_05sec_None.wav,C:\Users\kataoka-lab\Desktop\sound_data\mix_data\DEMAND_hoth_0505dB_05sec_1ch\train\noise_reverbe\p236_344_hoth_5db_05sec_None.wav
